year,country,gdp,%,country_ukr,gdpu,%_ukr
1992,Albania,2066.211,4.1,Ukraine,6136.614,6.9
1993,Albania,2329.818,4.1,Ukraine,5368.863,6.9
1994,Albania,2656.173,4.1,Ukraine,4269.102,6.9
1995,Albania,2949.167,4.1,Ukraine,3861.047,6.9
1996,Albania,3248.64,4.1,Ukraine,3577.554,6.9
1997,Albania,2964.635,4.1,Ukraine,3553.328,6.9
1998,Albania,3287.405,4.1,Ukraine,3557.193,6.9
1999,Albania,3812.416,4.1,Ukraine,3635.86,6.9
2000,Albania,4184.049,4.1,Ukraine,3975.704,6.9
2001,Albania,4662.758,4.1,Ukraine,4480.447,6.9
2002,Albania,4949.487,4.1,Ukraine,4834.009,6.9
2003,Albania,5357.95,4.1,Ukraine,5442.968,6.9
2004,Albania,5841.979,4.1,Ukraine,6297.662,6.9
2005,Albania,6410.75,4.1,Ukraine,6750.262,6.9
2006,Albania,7010.694,4.1,Ukraine,7530.139,6.9
2007,Albania,7680.078,4.1,Ukraine,8415.153,6.9
2008,Albania,8485.749,4.1,Ukraine,8816.413,6.9
2009,Albania,8896.741,4.1,Ukraine,7568.509,6.9
2010,Albania,9385.744,4.1,Ukraine,7712.059,6.9
2011,Albania,9851.203,4.1,Ukraine,8327.929,6.9
2012,Albania,10190.762,4.1,Ukraine,8516.684,6.9
2013,Albania,10485.118,4.1,Ukraine,9151.217,6.9
2014,Albania,10884.084,4.1,Ukraine,8242.064,6.9
2015,Albania,11300.824,4.1,Ukraine,7518.823,6.9
2016,Albania,11999.71688,4.1,Ukraine,8115.011872,6.9
2017,Albania,12741.83238,4.1,Ukraine,8758.474256,6.9
2018,Albania,13529.84359,4.1,Ukraine,9452.958603,6.9
2019,Albania,14366.58889,4.1,Ukraine,10202.51059,6.9
2020,Albania,15255.08221,4.1,Ukraine,11011.49669,6.9
2021,Albania,16198.52389,4.1,Ukraine,11884.6296,6.9
2022,Albania,17200.31217,4.1,Ukraine,12826.9957,6.9
2023,Albania,18264.05546,4.1,Ukraine,13844.08469,6.9
2024,Albania,19393.58534,4.1,Ukraine,14941.82156,6.9
2025,Albania,20592.97033,4.1,Ukraine,16126.60111,6.9
2026,Albania,21866.53059,4.1,Ukraine,17405.3252,6.9
2027,Albania,23218.85344,4.1,Ukraine,18785.44296,6.9
2028,Albania,24654.80991,4.1,Ukraine,20274.99419,6.9
2029,Albania,26179.57228,4.1,Ukraine,21882.65618,6.9
2030,Albania,27798.63268,4.1,Ukraine,23617.79426,6.9
2031,Albania,29517.82294,4.1,Ukraine,25490.51637,6.9
2032,Albania,31343.33551,4.1,Ukraine,27511.73196,6.9
2033,Albania,33281.74584,4.1,Ukraine,29693.21547,6.9
2034,Albania,35340.03604,4.1,Ukraine,32047.67502,6.9
2035,Albania,37525.61999,4.1,Ukraine,34588.82637,6.9
2036,Albania,39846.37011,4.1,Ukraine,37331.47284,6.9
2037,Albania,42310.64567,4.1,Ukraine,40291.59156,6.9
2038,Albania,44927.32291,4.1,Ukraine,43486.42651,6.9
2039,Albania,47705.82704,4.1,Ukraine,46934.58901,6.9
2040,Albania,50656.16614,4.1,Ukraine,50656.16614,6.9
1992,Bosnia and Herzegovina,n/a,4,Ukraine,6136.614,6.2
1993,Bosnia and Herzegovina,n/a,4,Ukraine,5368.863,6.2
1994,Bosnia and Herzegovina,n/a,4,Ukraine,4269.102,6.2
1995,Bosnia and Herzegovina,n/a,4,Ukraine,3861.047,6.2
1996,Bosnia and Herzegovina,3088.649,4,Ukraine,3577.554,6.2
1997,Bosnia and Herzegovina,3745.398,4,Ukraine,3553.328,6.2
1998,Bosnia and Herzegovina,4429.315,4,Ukraine,3557.193,6.2
1999,Bosnia and Herzegovina,4885.589,4,Ukraine,3635.86,6.2
2000,Bosnia and Herzegovina,5141.396,4,Ukraine,3975.704,6.2
2001,Bosnia and Herzegovina,5358.694,4,Ukraine,4480.447,6.2
2002,Bosnia and Herzegovina,5671.112,4,Ukraine,4834.009,6.2
2003,Bosnia and Herzegovina,5960.29,4,Ukraine,5442.968,6.2
2004,Bosnia and Herzegovina,6456.396,4,Ukraine,6297.662,6.2
2005,Bosnia and Herzegovina,6891.944,4,Ukraine,6750.262,6.2
2006,Bosnia and Herzegovina,7507.576,4,Ukraine,7530.139,6.2
2007,Bosnia and Herzegovina,8174.838,4,Ukraine,8415.153,6.2
2008,Bosnia and Herzegovina,8813.826,4,Ukraine,8816.413,6.2
2009,Bosnia and Herzegovina,8823.552,4,Ukraine,7568.509,6.2
2010,Bosnia and Herzegovina,9016.51,4,Ukraine,7712.059,6.2
2011,Bosnia and Herzegovina,9302.659,4,Ukraine,8327.929,6.2
2012,Bosnia and Herzegovina,9400.895,4,Ukraine,8516.684,6.2
2013,Bosnia and Herzegovina,9798.346,4,Ukraine,9151.217,6.2
2014,Bosnia and Herzegovina,10084.465,4,Ukraine,8242.064,6.2
2015,Bosnia and Herzegovina,10491.799,4,Ukraine,7518.823,6.2
2016,Bosnia and Herzegovina,11098.36919,4,Ukraine,8060.223248,6.2
2017,Bosnia and Herzegovina,11740.00746,4,Ukraine,8640.607554,6.2
2018,Bosnia and Herzegovina,12418.74125,4,Ukraine,9262.783004,6.2
2019,Bosnia and Herzegovina,13136.71519,4,Ukraine,9929.758808,6.2
2020,Bosnia and Herzegovina,13896.19788,4,Ukraine,10644.76086,6.2
2021,Bosnia and Herzegovina,14699.58911,4,Ukraine,11411.24734,6.2
2022,Bosnia and Herzegovina,15549.4274,4,Ukraine,12232.92543,6.2
2023,Bosnia and Herzegovina,16448.39802,4,Ukraine,13113.76927,6.2
2024,Bosnia and Herzegovina,17399.3415,4,Ukraine,14058.03913,6.2
2025,Bosnia and Herzegovina,18405.26258,4,Ukraine,15070.30207,6.2
2026,Bosnia and Herzegovina,19469.33973,4,Ukraine,16155.454,6.2
2027,Bosnia and Herzegovina,20594.93516,4,Ukraine,17318.74336,6.2
2028,Bosnia and Herzegovina,21785.60547,4,Ukraine,18565.79651,6.2
2029,Bosnia and Herzegovina,23045.1129,4,Ukraine,19902.64496,6.2
2030,Bosnia and Herzegovina,24377.43716,4,Ukraine,21335.75449,6.2
2031,Bosnia and Herzegovina,25786.78808,4,Ukraine,22872.05649,6.2
2032,Bosnia and Herzegovina,27277.61886,4,Ukraine,24518.98142,6.2
2033,Bosnia and Herzegovina,28854.64014,4,Ukraine,26284.49481,6.2
2034,Bosnia and Herzegovina,30522.83493,4,Ukraine,28177.13572,6.2
2035,Bosnia and Herzegovina,32287.47431,4,Ukraine,30206.0581,6.2
2036,Bosnia and Herzegovina,34154.13409,4,Ukraine,32381.07504,6.2
2037,Bosnia and Herzegovina,36128.71247,4,Ukraine,34712.70621,6.2
2038,Bosnia and Herzegovina,38217.44861,4,Ukraine,37212.22878,6.2
2039,Bosnia and Herzegovina,40426.94242,4,Ukraine,39891.73192,6.2
2040,Bosnia and Herzegovina,42764.17533,4,Ukraine,42764.17533,6.2
1992,Bulgaria,7439.989,2.6,Ukraine,6136.614,7.7
1993,Bulgaria,6802.592,2.6,Ukraine,5368.863,7.7
1994,Bulgaria,6762.062,2.6,Ukraine,4269.102,7.7
1995,Bulgaria,6858.054,2.6,Ukraine,3861.047,7.7
1996,Bulgaria,6477.179,2.6,Ukraine,3577.554,7.7
1997,Bulgaria,6529.767,2.6,Ukraine,3553.328,7.7
1998,Bulgaria,6970.185,2.6,Ukraine,3557.193,7.7
1999,Bulgaria,7075.35,2.6,Ukraine,3635.86,7.7
2000,Bulgaria,7522.017,2.6,Ukraine,3975.704,7.7
2001,Bulgaria,8282.895,2.6,Ukraine,4480.447,7.7
2002,Bulgaria,8967.661,2.6,Ukraine,4834.009,7.7
2003,Bulgaria,9665.833,2.6,Ukraine,5442.968,7.7
2004,Bulgaria,10637.525,2.6,Ukraine,6297.662,7.7
2005,Bulgaria,11838.732,2.6,Ukraine,6750.262,7.7
2006,Bulgaria,13093.492,2.6,Ukraine,7530.139,7.7
2007,Bulgaria,14547.596,2.6,Ukraine,8415.153,7.7
2008,Bulgaria,15739.985,2.6,Ukraine,8816.413,7.7
2009,Bulgaria,15276.326,2.6,Ukraine,7568.509,7.7
2010,Bulgaria,15592.709,2.6,Ukraine,7712.059,7.7
2011,Bulgaria,16558.624,2.6,Ukraine,8327.929,7.7
2012,Bulgaria,17008.513,2.6,Ukraine,8516.684,7.7
2013,Bulgaria,17613.039,2.6,Ukraine,9151.217,7.7
2014,Bulgaria,18270.913,2.6,Ukraine,8242.064,7.7
2015,Bulgaria,19097.265,2.6,Ukraine,7518.823,7.7
2016,Bulgaria,20005.26356,2.6,Ukraine,8175.52812,7.7
2017,Bulgaria,20956.43382,2.6,Ukraine,8889.590836,7.7
2018,Bulgaria,21952.82843,2.6,Ukraine,9666.020847,7.7
2019,Bulgaria,22996.59761,2.6,Ukraine,10510.2654,7.7
2020,Bulgaria,24089.99384,2.6,Ukraine,11428.24753,7.7
2021,Bulgaria,25235.37668,2.6,Ukraine,12426.40756,7.7
2022,Bulgaria,26435.2179,2.6,Ukraine,13511.74838,7.7
2023,Bulgaria,27692.10677,2.6,Ukraine,14691.88446,7.7
2024,Bulgaria,29008.75568,2.6,Ukraine,15975.09538,7.7
2025,Bulgaria,30388.00598,2.6,Ukraine,17370.38384,7.7
2026,Bulgaria,31832.83411,2.6,Ukraine,18887.53885,7.7
2027,Bulgaria,33346.35804,2.6,Ukraine,20537.20442,7.7
2028,Bulgaria,34931.84398,2.6,Ukraine,22330.95423,7.7
2029,Bulgaria,36592.71344,2.6,Ukraine,24281.37279,7.7
2030,Bulgaria,38332.55059,2.6,Ukraine,26402.1438,7.7
2031,Bulgaria,40155.11004,2.6,Ukraine,28708.14609,7.7
2032,Bulgaria,42064.3249,2.6,Ukraine,31215.55802,7.7
2033,Bulgaria,44064.31529,2.6,Ukraine,33941.97102,7.7
2034,Bulgaria,46159.39723,2.6,Ukraine,36906.51297,7.7
2035,Bulgaria,48354.09193,2.6,Ukraine,40129.98239,7.7
2036,Bulgaria,50653.13558,2.6,Ukraine,43634.9944,7.7
2037,Bulgaria,53061.48957,2.6,Ukraine,47446.13934,7.7
2038,Bulgaria,55584.35115,2.6,Ukraine,51590.15531,7.7
2039,Bulgaria,58227.16471,2.6,Ukraine,56096.11577,7.7
2040,Bulgaria,60995.63348,2.6,Ukraine,60995.63348,7.7
1992,Croatia,8097.401,2,Ukraine,6136.614,7.6
1993,Croatia,7801.084,2,Ukraine,5368.863,7.6
1994,Croatia,8623.483,2,Ukraine,4269.102,7.6
1995,Croatia,9537.931,2,Ukraine,3861.047,7.6
1996,Croatia,10184.642,2,Ukraine,3577.554,7.6
1997,Croatia,10728.243,2,Ukraine,3553.328,7.6
1998,Croatia,11293.668,2,Ukraine,3557.193,7.6
1999,Croatia,11235.563,2,Ukraine,3635.86,7.6
2000,Croatia,12444.109,2,Ukraine,3975.704,7.6
2001,Croatia,13397.308,2,Ukraine,4480.447,7.6
2002,Croatia,14316.598,2,Ukraine,4834.009,7.6
2003,Croatia,15410.135,2,Ukraine,5442.968,7.6
2004,Croatia,15986.611,2,Ukraine,6297.662,7.6
2005,Croatia,17176.382,2,Ukraine,6750.262,7.6
2006,Croatia,18559.646,2,Ukraine,7530.139,7.6
2007,Croatia,20052.848,2,Ukraine,8415.153,7.6
2008,Croatia,20875.524,2,Ukraine,8816.413,7.6
2009,Croatia,19502.97,2,Ukraine,7568.509,7.6
2010,Croatia,19453.626,2,Ukraine,7712.059,7.6
2011,Croatia,20437.793,2,Ukraine,8327.929,7.6
2012,Croatia,20416.19,2,Ukraine,8516.684,7.6
2013,Croatia,20586.204,2,Ukraine,9151.217,7.6
2014,Croatia,20937.455,2,Ukraine,8242.064,7.6
2015,Croatia,21581.431,2,Ukraine,7518.823,7.6
2016,Croatia,22472.03191,2,Ukraine,8166.372412,7.6
2017,Croatia,23399.38525,2,Ukraine,8869.691223,7.6
2018,Croatia,24365.00769,2,Ukraine,9633.582504,7.6
2019,Croatia,25370.47846,2,Ukraine,10463.26298,7.6
2020,Croatia,26417.44199,2,Ukraine,11364.39868,7.6
2021,Croatia,27507.61057,2,Ukraine,12343.14358,7.6
2022,Croatia,28642.76714,2,Ukraine,13406.18169,7.6
2023,Croatia,29824.76821,2,Ukraine,14560.77265,7.6
2024,Croatia,31055.54692,2,Ukraine,15814.80134,7.6
2025,Croatia,32337.11617,2,Ukraine,17176.83171,7.6
2026,Croatia,33671.57194,2,Ukraine,18656.16528,7.6
2027,Croatia,35061.0967,2,Ukraine,20262.90464,7.6
2028,Croatia,36507.96298,2,Ukraine,22008.02246,7.6
2029,Croatia,38014.53709,2,Ukraine,23903.43641,7.6
2030,Croatia,39583.28299,2,Ukraine,25962.09056,7.6
2031,Croatia,41216.76633,2,Ukraine,28198.04378,7.6
2032,Croatia,42917.65863,2,Ukraine,30626.56573,7.6
2033,Croatia,44688.74165,2,Ukraine,33264.24115,7.6
2034,Croatia,46532.91195,2,Ukraine,36129.08313,7.6
2035,Croatia,48453.18563,2,Ukraine,39240.65611,7.6
2036,Croatia,50452.70324,2,Ukraine,42620.20951,7.6
2037,Croatia,52534.73494,2,Ukraine,46290.82279,7.6
2038,Croatia,54702.68585,2,Ukraine,50277.56315,7.6
2039,Croatia,56960.10158,2,Ukraine,54607.65663,7.6
2040,Croatia,59310.6741,2,Ukraine,59310.6741,7.6
1992,Hungary,9901.499,2.1,Ukraine,6136.614,8.8
1993,Hungary,10087.023,2.1,Ukraine,5368.863,8.8
1994,Hungary,10620.719,2.1,Ukraine,4269.102,8.8
1995,Hungary,11132.055,2.1,Ukraine,3861.047,8.8
1996,Hungary,11357.705,2.1,Ukraine,3577.554,8.8
1997,Hungary,11971.029,2.1,Ukraine,3553.328,8.8
1998,Hungary,12636.113,2.1,Ukraine,3557.193,8.8
1999,Hungary,13280.587,2.1,Ukraine,3635.86,8.8
2000,Hungary,14199.891,2.1,Ukraine,3975.704,8.8
2001,Hungary,15115.073,2.1,Ukraine,4480.447,8.8
2002,Hungary,16074.195,2.1,Ukraine,4834.009,8.8
2003,Hungary,17080.301,2.1,Ukraine,5442.968,8.8
2004,Hungary,18462.071,2.1,Ukraine,6297.662,8.8
2005,Hungary,19923.287,2.1,Ukraine,6750.262,8.8
2006,Hungary,21361.554,2.1,Ukraine,7530.139,8.8
2007,Hungary,22047.422,2.1,Ukraine,8415.153,8.8
2008,Hungary,22715.987,2.1,Ukraine,8816.413,8.8
2009,Hungary,21417.07,2.1,Ukraine,7568.509,8.8
2010,Hungary,21876.932,2.1,Ukraine,7712.059,8.8
2011,Hungary,22784.669,2.1,Ukraine,8327.929,8.8
2012,Hungary,22936.521,2.1,Ukraine,8516.684,8.8
2013,Hungary,23806.059,2.1,Ukraine,9151.217,8.8
2014,Hungary,25166.986,2.1,Ukraine,8242.064,8.8
2015,Hungary,26221.99,2.1,Ukraine,7518.823,8.8
2016,Hungary,27403.25153,2.1,Ukraine,8260.131141,8.8
2017,Hungary,28637.72714,2.1,Ukraine,9074.527551,8.8
2018,Hungary,29927.81403,2.1,Ukraine,9969.218268,8.8
2019,Hungary,31276.01741,2.1,Ukraine,10952.1198,8.8
2020,Hungary,32684.95534,2.1,Ukraine,12031.92918,8.8
2021,Hungary,34157.36382,2.1,Ukraine,13218.20089,8.8
2022,Hungary,35696.10211,2.1,Ukraine,14521.43145,8.8
2023,Hungary,37304.15826,2.1,Ukraine,15953.15226,8.8
2024,Hungary,38984.65494,2.1,Ukraine,17526.03164,8.8
2025,Hungary,40740.8555,2.1,Ukraine,19253.98693,8.8
2026,Hungary,42576.17026,2.1,Ukraine,21152.30761,8.8
2027,Hungary,44494.16322,2.1,Ukraine,23237.79065,8.8
2028,Hungary,46498.5589,2.1,Ukraine,25528.88906,8.8
2029,Hungary,48593.24962,2.1,Ukraine,28045.8752,8.8
2030,Hungary,50782.30303,2.1,Ukraine,30811.02017,8.8
2031,Hungary,53069.97003,2.1,Ukraine,33848.79085,8.8
2032,Hungary,55460.69302,2.1,Ukraine,37186.0664,8.8
2033,Hungary,57959.11451,2.1,Ukraine,40852.37611,8.8
2034,Hungary,60570.08616,2.1,Ukraine,44880.16064,8.8
2035,Hungary,63298.67819,2.1,Ukraine,49305.05912,8.8
2036,Hungary,66150.18922,2.1,Ukraine,54166.22445,8.8
2037,Hungary,69130.15657,2.1,Ukraine,59506.66978,8.8
2038,Hungary,72244.367,2.1,Ukraine,65373.64905,8.8
2039,Hungary,75498.86797,2.1,Ukraine,71819.07519,8.8
2040,Hungary,78899.97935,2.1,Ukraine,78899.97935,8.8
1992,FYR Macedonia,6161.432,3.8,Ukraine,6136.614,7.4
1993,FYR Macedonia,5806.697,3.8,Ukraine,5368.863,7.4
1994,FYR Macedonia,5793.918,3.8,Ukraine,4269.102,7.4
1995,FYR Macedonia,5815.137,3.8,Ukraine,3861.047,7.4
1996,FYR Macedonia,5951.004,3.8,Ukraine,3577.554,7.4
1997,FYR Macedonia,6115.319,3.8,Ukraine,3553.328,7.4
1998,FYR Macedonia,6359.935,3.8,Ukraine,3557.193,7.4
1999,FYR Macedonia,6708.337,3.8,Ukraine,3635.86,7.4
2000,FYR Macedonia,7144.755,3.8,Ukraine,3975.704,7.4
2001,FYR Macedonia,7060.259,3.8,Ukraine,4480.447,7.4
2002,FYR Macedonia,7255.595,3.8,Ukraine,4834.009,7.4
2003,FYR Macedonia,7547.113,3.8,Ukraine,5442.968,7.4
2004,FYR Macedonia,8092.694,3.8,Ukraine,6297.662,7.4
2005,FYR Macedonia,8729.152,3.8,Ukraine,6750.262,7.4
2006,FYR Macedonia,9436.011,3.8,Ukraine,7530.139,7.4
2007,FYR Macedonia,10297.871,3.8,Ukraine,8415.153,7.4
2008,FYR Macedonia,11055.824,3.8,Ukraine,8816.413,7.4
2009,FYR Macedonia,11077.648,3.8,Ukraine,7568.509,7.4
2010,FYR Macedonia,11563.91,3.8,Ukraine,7712.059,7.4
2011,FYR Macedonia,12064.072,3.8,Ukraine,8327.929,7.4
2012,FYR Macedonia,12215.432,3.8,Ukraine,8516.684,7.4
2013,FYR Macedonia,12756.223,3.8,Ukraine,9151.217,7.4
2014,FYR Macedonia,13402.267,3.8,Ukraine,8242.064,7.4
2015,FYR Macedonia,14009.137,3.8,Ukraine,7518.823,7.4
2016,FYR Macedonia,14818.25853,3.8,Ukraine,8153.538141,7.4
2017,FYR Macedonia,15674.11224,3.8,Ukraine,8841.833916,7.4
2018,FYR Macedonia,16579.39724,3.8,Ukraine,9588.233433,7.4
2019,FYR Macedonia,17536.96852,3.8,Ukraine,10397.64163,7.4
2020,FYR Macedonia,18549.84595,3.8,Ukraine,11275.37748,7.4
2021,FYR Macedonia,19621.22384,3.8,Ukraine,12227.20901,7.4
2022,FYR Macedonia,20754.48098,3.8,Ukraine,13259.39114,7.4
2023,FYR Macedonia,21953.19132,3.8,Ukraine,14378.7068,7.4
2024,FYR Macedonia,23221.13521,3.8,Ukraine,15592.51152,7.4
2025,FYR Macedonia,24562.31135,3.8,Ukraine,16908.78179,7.4
2026,FYR Macedonia,25980.94941,3.8,Ukraine,18336.16741,7.4
2027,FYR Macedonia,27481.52331,3.8,Ukraine,19884.04838,7.4
2028,FYR Macedonia,29068.76541,3.8,Ukraine,21562.59655,7.4
2029,FYR Macedonia,30747.68138,3.8,Ukraine,23382.84241,7.4
2030,FYR Macedonia,32523.566,3.8,Ukraine,25356.74765,7.4
2031,FYR Macedonia,34402.01985,3.8,Ukraine,27497.2837,7.4
2032,FYR Macedonia,36388.96699,3.8,Ukraine,29818.51699,7.4
2033,FYR Macedonia,38490.67365,3.8,Ukraine,32335.70143,7.4
2034,FYR Macedonia,40713.76795,3.8,Ukraine,35065.37857,7.4
2035,FYR Macedonia,43065.26084,3.8,Ukraine,38025.48638,7.4
2036,FYR Macedonia,45552.5682,3.8,Ukraine,41235.47708,7.4
2037,FYR Macedonia,48183.53422,3.8,Ukraine,44716.445,7.4
2038,FYR Macedonia,50966.45616,3.8,Ukraine,48491.26516,7.4
2039,FYR Macedonia,53910.11049,3.8,Ukraine,52584.74365,7.4
2040,FYR Macedonia,57023.78057,3.8,Ukraine,57023.78057,7.4
1992,Montenegro,n/a,4.2,Ukraine,6136.614,8.7
1993,Montenegro,n/a,4.2,Ukraine,5368.863,8.7
1994,Montenegro,n/a,4.2,Ukraine,4269.102,8.7
1995,Montenegro,n/a,4.2,Ukraine,3861.047,8.7
1996,Montenegro,n/a,4.2,Ukraine,3577.554,8.7
1997,Montenegro,n/a,4.2,Ukraine,3553.328,8.7
1998,Montenegro,n/a,4.2,Ukraine,3557.193,8.7
1999,Montenegro,n/a,4.2,Ukraine,3635.86,8.7
2000,Montenegro,7778.577,4.2,Ukraine,3975.704,8.7
2001,Montenegro,8013.343,4.2,Ukraine,4480.447,8.7
2002,Montenegro,8288.518,4.2,Ukraine,4834.009,8.7
2003,Montenegro,8662.587,4.2,Ukraine,5442.968,8.7
2004,Montenegro,9289.708,4.2,Ukraine,6297.662,8.7
2005,Montenegro,9988.373,4.2,Ukraine,6750.262,8.7
2006,Montenegro,11177.403,4.2,Ukraine,7530.139,8.7
2007,Montenegro,12698.908,4.2,Ukraine,8415.153,8.7
2008,Montenegro,13816.883,4.2,Ukraine,8816.413,8.7
2009,Montenegro,13100.133,4.2,Ukraine,7568.509,8.7
2010,Montenegro,13562.042,4.2,Ukraine,7712.059,8.7
2011,Montenegro,14273.414,4.2,Ukraine,8327.929,8.7
2012,Montenegro,14129.008,4.2,Ukraine,8516.684,8.7
2013,Montenegro,14854.579,4.2,Ukraine,9151.217,8.7
2014,Montenegro,15353.089,4.2,Ukraine,8242.064,8.7
2015,Montenegro,16123.142,4.2,Ukraine,7518.823,8.7
2016,Montenegro,17164.89795,4.2,Ukraine,8252.649508,8.7
2017,Montenegro,18273.96433,4.2,Ukraine,9058.096447,8.7
2018,Montenegro,19454.69021,4.2,Ukraine,9942.153869,8.7
2019,Montenegro,20711.70571,4.2,Ukraine,10912.49405,8.7
2020,Montenegro,22049.94008,4.2,Ukraine,11977.53806,8.7
2021,Montenegro,23474.64107,4.2,Ukraine,13146.52886,8.7
2022,Montenegro,24991.3955,4.2,Ukraine,14429.61151,8.7
2023,Montenegro,26606.15118,4.2,Ukraine,15837.92122,8.7
2024,Montenegro,28325.2402,4.2,Ukraine,17383.67997,8.7
2025,Montenegro,30155.4038,4.2,Ukraine,19080.30259,8.7
2026,Montenegro,32103.81878,4.2,Ukraine,20942.51318,8.7
2027,Montenegro,34178.12566,4.2,Ukraine,22986.47289,8.7
2028,Montenegro,36386.45862,4.2,Ukraine,25229.92019,8.7
2029,Montenegro,38737.47742,4.2,Ukraine,27692.32477,8.7
2030,Montenegro,41240.40133,4.2,Ukraine,30395.05656,8.7
2031,Montenegro,43905.04534,4.2,Ukraine,33361.57117,8.7
2032,Montenegro,46741.85856,4.2,Ukraine,36617.6134,8.7
2033,Montenegro,49761.96527,4.2,Ukraine,40191.44077,8.7
2034,Montenegro,52977.20853,4.2,Ukraine,44114.06863,8.7
2035,Montenegro,56400.19658,4.2,Ukraine,48419.53944,8.7
2036,Montenegro,60044.35233,4.2,Ukraine,53145.21812,8.7
2037,Montenegro,63923.96596,4.2,Ukraine,58332.11636,8.7
2038,Montenegro,68054.251,4.2,Ukraine,64025.24855,8.7
2039,Montenegro,72451.40393,4.2,Ukraine,70274.0224,8.7
2040,Montenegro,77132.66776,4.2,Ukraine,77132.66776,8.7
1992,Poland,6552.337,3.5,Ukraine,6136.614,10.1
1993,Poland,6974.894,3.5,Ukraine,5368.863,10.1
1994,Poland,7480.978,3.5,Ukraine,4269.102,10.1
1995,Poland,8150.862,3.5,Ukraine,3861.047,10.1
1996,Poland,8810.866,3.5,Ukraine,3577.554,10.1
1997,Poland,9589.353,3.5,Ukraine,3553.328,10.1
1998,Poland,10170.865,3.5,Ukraine,3557.193,10.1
